web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584088349-7032","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","RDD","A Nice Return to the Wizarding World","Reviewed in the United States on August 1, 2016","J.K. Rowling's return to the Wizarding World in ""Harry Potter and the Cursed Child - Parts One & Two"" picks up with the epilogue from ""Deathly Hallows"", where Harry and Ginny's youngest son, Albus Severus Potter, prepares to leave for Hogwarts. There, he makes friends with Draco Malfoy's son, Scorpius, as the two bond over being outcasts who inherited legacies from their parents. Without delving into spoilers, the story primarily focuses on family relationships and the idea of sins of the father passing on to the subsequent generation. Harry, despite having a rich surrogate family, struggles to be a good father. In fact, all of the main characters who grew up during the original novels struggle in adulthood, likely a result of childhoods that were filled with danger and war. Despite this, they still care about their own children and want to shelter them from growing up with the struggles they endured, though they often go about this as blunderingly as Dumbledore in ""Order of the Phoenix"".
There are several nice callbacks to the original novels, with cameos and even significant roles from old favorites. Professor McGonagall gets to chastise Harry and friends as adults, saying to Albus, ""The lesson even your father sometimes failed to heed is that bravery doesn't forgive stupidity"" (p. 201). Rowling also knows when to let the full weight of a scene play out and several scenes return to the most poignant and tear-inducing moments in Rowling's original seven novels. Finally, the title itself is something of a riddle, leaving it up to the audience to determine just who is the ""cursed child"" as there are many candidates. ""Harry Potter and the Cursed Child"" continues the rich world Rowling introduced in 1997 and will leave the audience begging for more stories of Albus Severus and Scorpius.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_194?ie=UTF8&filterByStar=four_star&pageNumber=194&reviewerType=all_reviews&sortBy=recent"
"1584088231-6495","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kindle Customer","Good Story","Reviewed in the United States on August 26, 2016","Kept me guessing. The insecurities of sons are explored as well as the insecurities of fathers. Friendship is a key theme in this play. Reconciliation is sweet for 2 families.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&filterByStar=four_star&pageNumber=140&reviewerType=all_reviews&sortBy=recent"
"1584088302-6811","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Nicholas Wanamaker","Decent story but more flaws than in previous stories","Reviewed in the United States on August 7, 2016","I don't know if it was this publication or an issue with the writing, but there were some flaws.  The biggest was, how did Harry get his wand back?
The story was decent but predictable and a bit cliche.
I still love the characters themselves but really wish this could have been written out as a full novel.  The detail was lacking and nobody should read this without knowing the setting from the old stories intimately.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_172?ie=UTF8&filterByStar=four_star&pageNumber=172&reviewerType=all_reviews&sortBy=recent"
"1584088065-5748","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","Four Stars","Reviewed in the United States on October 22, 2016","A good read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_65?ie=UTF8&filterByStar=four_star&pageNumber=65&reviewerType=all_reviews&sortBy=recent"
"1584088135-6067","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Stephanie","Not JK, but Ok.","Reviewed in the United States on September 29, 2016","For something that is not a book is great, it still gives you enough information for your imagination to try and picture how everything took place.... You feel it was not written by JK, but still entertaining...","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&filterByStar=four_star&pageNumber=97&reviewerType=all_reviews&sortBy=recent"
"1584088110-5949","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Tasia","It's great if you know that this is a script you're ...","Reviewed in the United States on October 4, 2016","If you're expecting another Harry Potter book, this isn't it. It's great if you know that this is a script you're about to read though!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_86?ie=UTF8&filterByStar=four_star&pageNumber=86&reviewerType=all_reviews&sortBy=recent"
"1584088165-6201","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Livia Prescinotti","Nice to be back in HP's world","Reviewed in the United States on September 19, 2016","It wasn't writtem by JKR, but still good reading. In my opinion it should have more infos about the the caracter Delphi.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_111?ie=UTF8&filterByStar=four_star&pageNumber=111&reviewerType=all_reviews&sortBy=recent"
"1584088256-6601","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kindle Customer","Very fanfiction like. Loved it nevertheless","Reviewed in the United States on August 19, 2016","I cried! I weeped. Openly. Very moving storyline. Yet I couldnt help thinking..it lacks the magic in the previous Harry Potter stories.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_151?ie=UTF8&filterByStar=four_star&pageNumber=151&reviewerType=all_reviews&sortBy=recent"
"1584087967-5318","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Amazon Customer","good. I think you need to be a Rowling ...","Reviewed in the United States on June 6, 2017","OK, good.  I think you need to be a Rowling fan for sure...but good none the less","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=four_star&pageNumber=22&reviewerType=all_reviews&sortBy=recent"
"1584088170-6228","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","michele prieto","Four Stars","Reviewed in the United States on September 17, 2016","GIFT","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_113?ie=UTF8&filterByStar=four_star&pageNumber=113&reviewerType=all_reviews&sortBy=recent"
"1584088320-6891","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Subway reader","Not disappointed","Reviewed in the United States on August 4, 2016","This was much anticipated. It held my interest and satisfied my curiosity about Harry and friends' lives in the years post Hogwarts. The time changer and the twists employed to produce suspense and excitement were masterful.  Unlike my rapid reading of the other Potter books, I took my time to savor each scene. This was a good read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_180?ie=UTF8&filterByStar=four_star&pageNumber=180&reviewerType=all_reviews&sortBy=recent"
"1584088229-6484","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Lindsey swindlehurst","Needed better character development","Reviewed in the United States on August 27, 2016","The book was a very good idea just wasn't put together the way the other books are. Probably because J.k Rowling didn't write it she just helped put it together the characters should have been put together better because you don't connect as well as the other books that's why it's getting a four the story idea wasn't bad just wasn't J.k rowlings usual.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&filterByStar=four_star&pageNumber=139&reviewerType=all_reviews&sortBy=recent"
"1584088179-6265","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Dandelion in the wind","An enjoyable read for me :-)","Reviewed in the United States on September 13, 2016","For me it felt more of a fanfic script, but I enjoy fanfic and I enjoyed reading this. Of course if you're expecting it to be like J.K.'s original 7 Harry Potter books, you will probably be disappointed as it is not, but it was nice to go back to Hogwarts and reunite with old characters as well as new.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_117?ie=UTF8&filterByStar=four_star&pageNumber=117&reviewerType=all_reviews&sortBy=recent"
"1584087948-5223","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","maria m leducq","MLeduc","Reviewed in the United States on January 14, 2018","Sometimes get lost of the trama with the theater format, otherwise  this short story has an  unexpected and excellent ending as Rowling's style.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=four_star&pageNumber=13&reviewerType=all_reviews&sortBy=recent"
"1584088006-5481","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","DrOttoVonBelgrade","Its a fun jaunt in the world of Harry Potter","Reviewed in the United States on January 4, 2017","Its a fun jaunt in the world of Harry Potter. Its not exactly what I wanted, to be honest, but once I got past myself I enjoyed the story thoroughly.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&filterByStar=four_star&pageNumber=39&reviewerType=all_reviews&sortBy=recent"
"1584088103-5919","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Kami","Four Stars","Reviewed in the United States on October 4, 2016","Too bad it was in the form of a play and not like the previous books.  Nevertheless worth reading.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&filterByStar=four_star&pageNumber=83&reviewerType=all_reviews&sortBy=recent"
"1584087931-5148","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Whitney","Ok book","Reviewed in the United States on January 16, 2019","Not as great as others but not bad.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=four_star&pageNumber=5&reviewerType=all_reviews&sortBy=recent"
"1584088059-5711","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=four_star","Phoenix","Four Stars","Reviewed in the United States on October 27, 2016","I would have preferred this as a novel, but the play format provided a provocative read.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=four_star&pageNumber=62&reviewerType=all_reviews&sortBy=recent"
